# id	rating	judges
# INTERNATIONAL scale, one local judge. NOT the same scale as
# difficulty.tsv; see export_enriched.py before merging them.
05f028f0aaf0	8.00	1
05f21cff0100	1.00	1
05f2994feef9	4.00	1
05f38e5e88bf	1.00	1
05fb6b31a034	5.00	1
05fcb0a13ca9	1.00	1
060ce659c2f6	1.00	1
060e4ec7093f	8.00	1
06125d922ddf	5.00	1
0613924d6c6f	5.00	1
061529876593	5.00	1
061ae79d9e13	9.00	1
062075b729fc	7.00	1
062165d74702	7.00	1
0621a7386917	9.00	1
062dec0ad9df	2.00	1
0634a13c1b8c	9.00	1
063f1842906d	0.00	1
0653f4ec1fd1	8.00	1
0657f4156d1b	8.00	1
0658c1d4a28a	5.00	1
06629e1b0588	0.00	1
067995a92a07	5.00	1
067b01bd1265	5.00	1
06866e361cff	5.00	1
068d140c5a00	9.00	1
069c2aee31d7	4.00	1
06a18a1f4782	5.00	1
06a58324035a	7.00	1
06a9ed8168f7	2.00	1
06ae2bff8834	5.00	1
06b2306ac352	5.00	1
06c4193efcdc	7.00	1
06c4d911d584	5.00	1
06ca8233252e	7.00	1
06cce9da87a6	5.00	1
06d110cfc6be	2.00	1
06d23868bbc5	2.00	1
06e056e34067	7.00	1
06e1b2f4edac	7.00	1
06e247f4ef9b	5.00	1
06e8308c9c62	9.00	1
06ee51046ee8	4.00	1
06eeaf022443	2.00	1
06f419eb4599	3.00	1
07083c33e009	8.00	1
0710e463795b	9.00	1
07120173757b	1.00	1
071a74433259	0.00	1
071f548932e9	8.00	1
07209716bea3	9.00	1
072988b78d93	3.00	1
072d5c51c902	7.00	1
0734cb9de44c	8.00	1
0736517969bb	5.00	1
07381dc9b8c0	7.00	1
0751b550f92e	8.00	1
0751e65ef3f5	0.00	1
07593eaf29e8	7.00	1
075d10757a13	4.00	1
0760ede5607a	2.00	1
07650d01b835	1.00	1
0776bd2e6533	5.00	1
07791712c1b7	8.00	1
0782bfb41b4f	5.00	1
07953f1e64c6	2.00	1
079f7eb0a0fd	3.00	1
07b74284dd86	8.00	1
07c5f4618538	1.00	1
07cbb987c600	1.00	1
07cd46f4b721	10.00	1
07d24d517abe	4.00	1
07dbffde7386	9.00	1
07e81c937fea	1.00	1
07f69124d11d	9.00	1
07f69c724c16	2.00	1
080046ec7fd7	2.00	1
080056a0032f	9.00	1
081b01b4090b	7.00	1
0820293988c3	7.00	1
0825e89530a6	2.00	1
083bb3076234	8.00	1
0844cf1d1238	5.00	1
084c8de86569	5.00	1
084ea970992a	5.00	1
085fc8c7087f	4.00	1
0862d985eb72	5.00	1
0864cf08b1c3	1.00	1
08650ccd1587	7.00	1
0866dab3094c	9.00	1
0877585effd3	5.00	1
08795d51da8b	9.00	1
087b52db1e95	5.00	1
088639863b35	7.00	1
0890a30cb1ea	1.00	1
0891d04ea97e	8.00	1
0892a68ddc4b	2.00	1
08b24a0fc45f	8.00	1
08c387e92a79	2.00	1
08c415048ca1	7.00	1
08c6fa4fe0c3	9.00	1
08cc79e234b9	9.00	1
08d3d7a1f54b	5.00	1
08d5d05eef66	7.00	1
08d638370f9a	0.00	1
08d8b9a4d408	3.00	1
08e08b6fc9db	9.00	1
08efc8cd266f	2.00	1
08f4033bef0d	7.00	1
08f449debeed	8.00	1
08fb06f37f02	9.00	1
090a50bdde64	7.00	1
090eb2fc3a3a	1.00	1
09155b8280c6	5.00	1
091750d45d00	5.00	1
092318e773b0	2.00	1
092350126c41	5.00	1
092b91a0c1d3	3.00	1
09432a8d6b71	3.00	1
094d64d6f193	0.00	1
0953fca8c1ff	2.00	1
0958998607dd	9.00	1
09657b543641	1.00	1
096fdb769fc9	3.00	1
097d2dc36227	4.00	1
0982a754ac8b	6.00	1
09881ec02030	3.00	1
098a29bec6ad	5.00	1
098bfc34cb6f	3.00	1
0991fef3d39c	10.00	1
099716f1de1d	7.00	1
099ec1835970	1.00	1
09a0bf32b904	9.00	1
09b4902f9d08	9.00	1
09b5de57ed79	5.00	1
09b677703706	2.00	1
09c40ad3449f	5.00	1
09c964db9b27	5.00	1
09ea63f466a1	8.00	1
09f377b0562b	9.00	1
09faea7b3eb6	5.00	1
0a0499012055	5.00	1
0a05bb7fe4f9	7.00	1
0a0802333a68	0.00	1
0a0ae98377b7	4.00	1
0a0af904bff0	9.00	1
0a13559541da	7.00	1
0a13f0f621d0	3.00	1
0a1a379099f4	6.00	1
0a2fc6842b74	9.00	1
0a3f4ebc879b	9.00	1
0a411a95ecb7	1.00	1
0a4f91fae77f	7.00	1
0a4fc8e5053b	5.00	1
0a4fef0fe682	7.00	1
0a544fd9789a	6.00	1
0a63276de62f	3.00	1
0a7060facb22	9.00	1
0a711f660878	7.00	1
0a786de400f2	3.00	1
0a7b04ff14c3	2.00	1
0a8a6dede2f6	5.00	1
0a8d8a6971e9	5.00	1
0a95b9eb4e94	4.00	1
0aa90652226d	0.00	1
0ab3b4fd7127	6.00	1
0ab808282b98	8.00	1
0ac1b72eb27e	8.00	1
0ac27411ec9e	2.00	1
0aca510687a0	1.00	1
0acb5932ca8e	7.00	1
0acfd0eef07a	7.00	1
0adc720b44cf	3.00	1
0adc79c384c0	5.00	1
0aec025c2ed8	3.00	1
0aec4c08824b	8.00	1
0af665c12c7b	4.00	1
0af7d65db917	5.00	1
0af930b91542	1.00	1
0afbad6ffa81	7.00	1
0b01403f3de0	4.00	1
0b03be123b94	7.00	1
0b068da7346b	4.00	1
0b110fbf43df	7.00	1
0b16ee706163	4.00	1
0b18c737b324	1.00	1
0b20db6e4b89	3.00	1
0b231a772e3b	4.00	1
0b231adff8ea	2.00	1
0b30909d0280	0.00	1
0b3775ee1559	0.00	1
0b3fd8b6fcde	7.00	1
0b4be6511c48	1.00	1
0b4e8f519012	5.00	1
0b533c38d9b4	0.00	1
0b61b4f4a993	7.00	1
0b71cb4abe8e	2.00	1
0b7a2264226e	9.00	1
0b83aea85c3d	5.00	1
0b8c121a1114	2.00	1
0b91a17830f3	2.00	1
0b9e5845a598	4.00	1
0ba427626ce9	1.00	1
0bae2fd7304b	6.00	1
0bc29bccff1b	2.00	1
0bd7f2a50e2b	5.00	1
0bdd5ae090f9	4.00	1
0be1313aa785	3.00	1
0be6ea7cdd58	2.00	1
0bf9e9e142f8	8.00	1
0bfaa357c7e4	0.00	1
0bfd37788df6	8.00	1
0c003409d566	8.00	1
0c0733a123e6	9.00	1
0c17e4132f47	1.00	1
0c1abfbf06df	4.00	1
0c1e213d19aa	8.00	1
0c20e5e47805	5.00	1
0c3f89c72e16	4.00	1
0c456be35ddf	9.00	1
0c48902942f3	9.00	1
0c578daeae28	9.00	1
0c61d81b7aee	5.00	1
0c6ea5405624	1.00	1
0c744726d152	1.00	1
0c8713a166dd	2.00	1
0c91e8e51956	7.00	1
0c9c84a3c73e	7.00	1
0cab011aa5f3	5.00	1
0cb743fe4532	9.00	1
0cb89695b1e9	8.00	1
0cb8d51818da	5.00	1
0cbd69c3eb30	8.00	1
0cc171bc7ec5	5.00	1
0cc458a5688c	2.00	1
0cc55f1640a8	7.00	1
0cc62b250a97	5.00	1
0cc85d38dbe0	2.00	1
0ccec002a9f2	9.00	1
0cd2b1785335	7.00	1
0cd3c3906e78	3.00	1
0cd66c828457	8.00	1
0ce0dbe573dc	7.00	1
0ce18565438a	6.00	1
0cea3c1fb913	9.00	1
0cf805776f07	1.00	1
0cfb3ac86a19	4.00	1
0d00bdb5b72f	9.00	1
0d214e892577	9.00	1
0d35fbf61e73	1.00	1
0d3b7ade83fc	3.00	1
0d4077090b93	5.00	1
0d4f45d9a081	1.00	1
0d58dd080709	1.00	1
0d640313aa03	4.00	1
0d684deefb3c	7.00	1
0d70e0860b87	6.00	1
0d76b7e53018	5.00	1
0d8111d0b9d0	6.00	1
0d81b95cbb6f	5.00	1
0d82f14dd304	5.00	1
0d85146fca55	3.00	1
0d88e23d5dfa	1.00	1
0da98868bd2f	7.00	1
0daf4eeee611	5.00	1
0dc1dafc5afb	4.00	1
0dc5cacf7fa2	8.00	1
0dc752cb3ed0	9.00	1
0dd16b915728	8.00	1
0dda0dddb702	2.00	1
0de0a9e8321e	7.00	1
0de20b7ad0be	7.00	1
0de7c1b1ac39	2.00	1
0de8f220223f	3.00	1
0e0974293764	3.00	1
0e0f5ed5c718	2.00	1
0e21ee6c069e	8.00	1
0e26ca109664	2.00	1
0e2ae3547be0	10.00	1
0e2f9583c2b8	9.00	1
0e2fa05e6ece	9.00	1
0e308ab087d0	6.00	1
0e38d733379a	3.00	1
0e3a7bf2ed6b	3.00	1
0e3b274e8c6d	9.00	1
0e3f90b019d3	1.00	1
0e45c779074e	8.00	1
0e4b10a71a15	3.00	1
0e543259fb0c	8.00	1
0e55a2f4c1db	0.00	1
0e585d497abe	5.00	1
0e5b5c56557c	2.00	1
0e5e5f4870cf	9.00	1
0e613ef46beb	0.00	1
0e6229406a76	8.00	1
0e697873b029	3.00	1
0e71cce666ee	3.00	1
0e75c40c837e	0.00	1
0e76c47e9936	5.00	1
0e8b888e4035	5.00	1
0e934e166b76	4.00	1
0e94f4f3bc3a	9.00	1
0e97b327772a	3.00	1
0e99f344e5a6	6.00	1
0ea4c6d09a93	2.00	1
0eb1890c6aa7	1.00	1
0eb206916fe8	5.00	1
0ec3991cac3a	7.00	1
0ec5f5eda23f	4.00	1
0ec820006e1d	0.00	1
0ec982091c1e	9.00	1
0ecf35d1dbd6	2.00	1
0ed7b8a13a15	3.00	1
0ee0188031e9	5.00	1
0ee05be2fc7a	2.00	1
0ee985d07448	10.00	1
0ef39a6f6600	5.00	1
0f04d41f9241	1.00	1
0f0f2c1c2b06	2.00	1
0f12a9e03194	9.00	1
0f20d6500b44	1.00	1
0f21ccd10e6d	2.00	1
0f2cd2268997	8.00	1
0f447c427fc4	3.00	1
0f52ec7ff81a	5.00	1
0f58d60cee5a	5.00	1
0f647db76630	5.00	1
0f69ec6a4bc5	7.00	1
0f75f6b8ee5a	1.00	1
0f8159032f9a	4.00	1
0f8b65baed43	3.00	1
0f9f3aedf802	9.00	1
0fb5050a843e	9.00	1
0fb7c0969b74	1.00	1
0fbca8aa0fa7	8.00	1
0fc6a26494d2	8.00	1
0fcaa83dbec7	2.00	1
0fcfdf7f04e9	8.00	1
0fe6969d2706	5.00	1
0ff22c00db99	5.00	1
0ff73a7f1f8c	5.00	1
100ba080ea98	5.00	1
100be380fffa	5.00	1
100ff7a1b567	7.00	1
101318e8ecfc	3.00	1
101a184d4e15	7.00	1
101ee2ec5bf3	5.00	1
102b8cadfacc	4.00	1
102c59989895	2.00	1
1038b8b4f4ce	5.00	1
103ab8cc5f2e	2.00	1
103fd6141279	9.00	1
104441a8b960	9.00	1
1047c4c7edac	7.00	1
104d08a770b8	7.00	1
104df300236b	9.00	1
105567d8bf0d	9.00	1
1055da1ce48e	8.00	1
1069a06f5952	9.00	1
106f8345a8ab	2.00	1
1075a6521a98	3.00	1
108110a65047	4.00	1
108a92b075e6	9.00	1
109455da6f10	8.00	1
109832ad7c8b	5.00	1
10a22e5ddfd9	9.00	1
10b1ae4c7a38	7.00	1
10c844c176f5	2.00	1
10cd5db25990	9.00	1
10cf3ae57831	3.00	1
10d3ffa70f8c	6.00	1
10dc4cdfb3d9	9.00	1
10dd82a29248	9.00	1
10ec5ae41b2f	6.00	1
11033b52362f	1.00	1
11051091a266	1.00	1
110abc42a2fc	5.00	1
110d39ca411f	8.00	1
111c34f592e7	7.00	1
11202367a46c	6.00	1
11338042a289	1.00	1
113906bc3932	5.00	1
113a03ba3b78	7.00	1
113c6dd399a7	7.00	1
113c9387acb6	9.00	1
113cb11f56d1	4.00	1
1140a19fc1e9	7.00	1
11486a47ca66	8.00	1
1154c4d3b73b	0.00	1
1164696cf0de	7.00	1
1178dbca1854	2.00	1
118b6fd9fc01	5.00	1
118e65022c48	4.00	1
1195bf529fbe	5.00	1
11a35ec5c7ef	8.00	1
11af10cf2cde	2.00	1
11b3937fc790	7.00	1
11dd338dc1d3	5.00	1
11df2bea3c03	1.00	1
11ece9e87b3c	7.00	1
11ed10275dd3	4.00	1
11f56fb85a96	9.00	1
11f6b3b0cd52	7.00	1
11fbb915733e	9.00	1
11fd0b41296a	3.00	1
12029cfc6ef4	7.00	1
120b68b04a4e	7.00	1
120b802046af	2.00	1
121097f94a66	4.00	1
1214e23f3e4a	4.00	1
121be0ad8faf	5.00	1
122e441d7cbf	7.00	1
1236f7308e7c	2.00	1
123bf85ac7f3	7.00	1
1241c2d43f58	0.00	1
124b93dcfc5d	2.00	1
12629123bbed	5.00	1
1265e8e677fa	8.00	1
126a0d9bb664	7.00	1
126ba4f6c3a0	1.00	1
126be3ed6380	9.00	1
126da7bba2f9	9.00	1
126f3b60080d	7.00	1
127187b2d7e6	1.00	1
1275fe851a3c	6.00	1
1276b9c449d4	2.00	1
12859a030640	9.00	1
12890e14d102	8.00	1
128bd920cbce	5.00	1
128c162fcf85	1.00	1
1295bd949a4d	4.00	1
1297b92235f1	6.00	1
129ce61a54e8	8.00	1
129ff537ae6e	7.00	1
12a48bc902cc	4.00	1
12a7e20870a8	3.00	1
12ad0f716bfb	5.00	1
12b695bff397	5.00	1
12b6bb0807be	2.00	1
12b7c624cbbb	4.00	1
12bb643e57c0	9.00	1
12c3ec6921e1	3.00	1
12c5ca1b0f94	6.00	1
12cd10d69bef	0.00	1
12cd3d90011c	3.00	1
12ceb6434d7b	1.00	1
12d13716a80b	10.00	1
12d1474cb58b	4.00	1
12e10d2b772f	0.00	1
12ea7d21c466	10.00	1
12fd1bc519c1	7.00	1
13000cee78ea	9.00	1
1306d7ed0c49	3.00	1
130778155517	5.00	1
130e68feec39	2.00	1
131189d051b9	3.00	1
13215ea850cd	5.00	1
1340b5aa1ddb	5.00	1
13483700f9b7	6.00	1
135c3ff1e86c	9.00	1
137a0c5f6e03	5.00	1
137d336b3f14	8.00	1
1380ad4385ef	9.00	1
138d2d0f4f94	0.00	1
138de405decf	5.00	1
139d06ac1d36	2.00	1
13a00788c726	8.00	1
13a2773ef4d5	3.00	1
13b2569c1544	1.00	1
13b53c644571	7.00	1
13bc4e834201	2.00	1
13bfbc40bf12	5.00	1
13cd7ba57d18	1.00	1
13d00b8ba100	8.00	1
13d05c709287	9.00	1
13e12dcfa92d	7.00	1
13e6472b234d	5.00	1
13e807a452a5	3.00	1
13ec27a162bf	7.00	1
13fa0d4c8c49	2.00	1
13fbe830cd5b	5.00	1
13ff1fa073eb	5.00	1
1400c7f101e2	8.00	1
1400f645489c	2.00	1
140b3a302b15	1.00	1
140f6ce84f99	0.00	1
14117551306a	7.00	1
1411a5c7207e	5.00	1
141cf1052611	7.00	1
1428940c62f6	4.00	1
142bd43b7ccc	9.00	1
143019071c00	2.00	1
1446af07aba6	8.00	1
1447476d452e	3.00	1
144fe65660c3	1.00	1
145c872c4dca	8.00	1
145ce91117d1	4.00	1
146b20fd7551	3.00	1
146ee333d73b	1.00	1
146f2a7d7f9b	9.00	1
146fd2842b28	8.00	1
147361f1c4ee	5.00	1
1484a7c6fa5d	7.00	1
149d15e15218	5.00	1
14a6252d99ce	5.00	1
14ac6ac5041a	9.00	1
14ad32cf2cae	4.00	1
14bb7923256c	3.00	1
14c758be0722	5.00	1
14c75922a9aa	5.00	1
14d1d3cee36d	5.00	1
14d2a60af2ec	7.00	1
14db695d4f64	2.00	1
14e0d3d9a921	5.00	1
14f1d7d871a3	7.00	1
14f4b673bc9a	6.00	1
15010737652b	5.00	1
15056e5a0821	9.00	1
1509e03bef13	2.00	1
150f4d77ed2e	2.00	1
15169735cbda	8.00	1
1516e403106c	7.00	1
151d134b865e	3.00	1
1523d2c0c66d	5.00	1
152f6e16a448	5.00	1
1536d4367a1f	2.00	1
1539eee23509	6.00	1
1549f5215e2e	7.00	1
15543a5bf59a	1.00	1
155745ad246b	7.00	1
155ab5f144b5	5.00	1
155aeaa4b787	7.00	1
1563a4ec5d88	3.00	1
156b7b28f5e7	10.00	1
15700936d00c	8.00	1
157235f91041	8.00	1
15739edf881b	4.00	1
157d28dae371	6.00	1
1582ff73f320	9.00	1
158be09f1640	9.00	1
15937664c6c9	3.00	1
15993b813842	5.00	1
15a2005274ce	1.00	1
15a700c99244	3.00	1
15aff087f294	5.00	1
15b16dbc6174	5.00	1
15b61e12964c	3.00	1
15d0f33e745c	6.00	1
15d687f720e2	7.00	1
15dda0ea9ca2	9.00	1
15e092394451	7.00	1
15e218439132	0.00	1
15e7c590be83	5.00	1
15ea00fccb1c	9.00	1
15f5c4f86a49	4.00	1
15f84282be1c	5.00	1
15f9cb49c961	9.00	1
15fd8fad1ff1	0.00	1
15fe16a652d5	2.00	1
1610610aee5b	5.00	1
1628d8193964	8.00	1
162aa843963a	9.00	1
1634ee547f1e	8.00	1
1649e45746d6	8.00	1
164ba9673475	5.00	1
166359d452a4	9.00	1
16660110fc0a	0.00	1
166747d1215a	2.00	1
16688ddfcebb	4.00	1
16693294cd20	9.00	1
166ec8028ec8	8.00	1
16739af59f8d	7.00	1
1673d134c5d6	6.00	1
16785ddbdaeb	9.00	1
167be89e9463	1.00	1
167f470962ce	3.00	1
1680766b5e08	2.00	1
1697aad56018	4.00	1
16aab34bb08a	4.00	1
16bcfc5570e4	5.00	1
16c2abc79ca7	7.00	1
16c573fd12bd	6.00	1
16c639452840	5.00	1
16dca92f6cda	3.00	1
16e2b543b55e	1.00	1
16e3f21857f5	1.00	1
16ea294254ca	3.00	1
16ea6cda942e	1.00	1
16eab743e1e9	1.00	1
16f7757e8775	5.00	1
170312c83510	7.00	1
1710624a820a	9.00	1
171073b24a9b	7.00	1
1718c8108dd3	5.00	1
1719c5169063	7.00	1
1724a8c51189	3.00	1
1724bff4cbca	8.00	1
17334c44c54b	5.00	1
173a77aad86c	4.00	1
173ca0ab42e2	4.00	1
1743dbeae715	8.00	1
174e6ca00931	7.00	1
174ef162e9f9	3.00	1
17500c4cbf43	0.00	1
17526f7aa16b	9.00	1
175cb6c98e35	7.00	1
175f08d98393	9.00	1
1760945c5544	8.00	1
176255918611	5.00	1
176f894f7535	0.00	1
176fa2b3f0d5	5.00	1
17769d528673	1.00	1
1779bd267bdd	9.00	1
177f7204682d	7.00	1
1796bc2e8fef	3.00	1
17a1c60f7e25	5.00	1
17a7ad1abbae	3.00	1
17adc481410d	2.00	1
17b1e7eb6c77	3.00	1
17d62f77b2cc	1.00	1
17dd3565f396	0.00	1
17dd8319c74f	1.00	1
17e3b7df18e4	2.00	1
180039ecd39d	3.00	1
180a53a0bec6	7.00	1
18130314c3cd	7.00	1
1819b57c1215	4.00	1
181a64ef6fd9	8.00	1
181fe413b999	1.00	1
1821b3e3057d	3.00	1
1821f84601dd	3.00	1
1827446ee253	7.00	1
1827aa5fab5e	8.00	1
1827dd1f0027	9.00	1
1828c7d66b45	2.00	1
1832f87e12e8	5.00	1
183491d1d274	7.00	1
1834c4053676	5.00	1
1843c5a69740	4.00	1
1846873ce190	8.00	1
184a06d8038c	5.00	1
184b5bd6860e	9.00	1
184ec84a6635	5.00	1
18554e51d194	3.00	1
185617b541cc	6.00	1
1862b69f0839	8.00	1
18689b5eafab	9.00	1
186b05419d14	5.00	1
186e648e7f50	5.00	1
18725d173bbf	4.00	1
1880c2cfa3c0	9.00	1
188bd97d366e	10.00	1
1893e3980aba	8.00	1
18985f0617df	4.00	1
18994ee2038b	9.00	1
189d54fba0d5	5.00	1
18a3efa76079	8.00	1
18ac821d6a38	2.00	1
18acab282164	5.00	1
18ba5f8d25ce	5.00	1
18c17e8d65c8	5.00	1
18c61a467008	5.00	1
18cf5aaca9d4	5.00	1
18d5071707b0	2.00	1
18d9d145161f	2.00	1
18e0a3dc38fb	5.00	1
18e33b7e153e	0.00	1
18e49ca27dc0	5.00	1
18eb3e7a97a7	8.00	1
18eb6e3f9f0e	7.00	1
18f9374b448f	3.00	1
190126af17a8	3.00	1
190212c9854d	2.00	1
19067bfa4556	4.00	1
1906a5d7cb62	9.00	1
1914d0063ba8	5.00	1
1915789362de	7.00	1
191924e0b228	7.00	1
1921a561aa07	7.00	1
19283617b339	1.00	1
192c843ff16d	3.00	1
1935ca72c841	1.00	1
193c8c868a39	9.00	1
193cd2617c9e	1.00	1
194b720a91a8	5.00	1
19555aa97452	6.00	1
195b5fa356af	5.00	1
196ac68ea86f	3.00	1
196c5ea17679	7.00	1
196f43f92a62	9.00	1
1976f60eeb23	2.00	1
197704c7cd93	5.00	1
197d3b1ae503	5.00	1
198b39207bce	8.00	1
198ecd65ad31	4.00	1
199753b2fc66	8.00	1
19aa15b6c40c	5.00	1
19acd2a9c6d2	3.00	1
19bdff98942d	2.00	1
19c2377ad1a0	5.00	1
19c931cf6a04	6.00	1
19caf717796b	9.00	1
19cd33ea43b1	2.00	1
19d718f55d19	1.00	1
19d759b51cb7	9.00	1
19dbe95646bf	9.00	1
19df75c98d83	8.00	1
19e2ad058dd1	1.00	1
19e2f5d3ef95	3.00	1
19e5b41fa971	8.00	1
19ea22aa66d7	5.00	1
19f041128e49	7.00	1
19f5043d6590	10.00	1
19fd634987f5	8.00	1
1a017722a24e	5.00	1
1a0487b5fd20	8.00	1
1a09ddf776ae	7.00	1
1a0b44a7418c	2.00	1
1a0ec217788d	5.00	1
1a11aa4ffe75	5.00	1
1a18dd50ee53	9.00	1
1a215d6d98d9	8.00	1
1a240f67d2fa	7.00	1
